,formula,A1,A1_ratio,nA1,A2,A2_ratio,nA2,B1,B1_ratio,B2,B2_ratio,X,X_ratio,Ra,Rb,Rx,nA
30039,Ba1Hf0.4Si0.6O3,Ba,1,2,Ba,0,2,Hf,0.4,Si,0.6,O,3,1.61,0.524,1.4,2
30040,Ba1Hf0.4Ta0.6O3,Ba,1,2,Ba,0,2,Hf,0.4,Ta,0.6,O,3,1.61,0.6679999999999999,1.4,2
30041,Ba1Hf0.4Al0.6O3,Ba,1,2,Ba,0,2,Hf,0.4,Al,0.6,O,3,1.61,0.605,1.4,2
30042,Ba1Hf0.4Bi0.6O3,Ba,1,2,Ba,0,2,Hf,0.4,Bi,0.6,O,3,1.61,0.9019999999999999,1.4,2
30043,Ba1Hf0.4Sb0.6O3,Ba,1,2,Ba,0,2,Hf,0.4,Sb,0.6,O,3,1.61,0.6439999999999999,1.4,2
30044,Ba1Ce0.6Hf0.4O3,Ba,1,2,Ba,0,2,Hf,0.4,Ce,0.6,O,3,1.61,0.806,1.4,2
30045,Ba1Ti0.4Cr0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Cr,0.6,O,3,1.61,0.611,1.4,2
30046,Ba1Ti0.4Co0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Co,0.6,O,3,1.61,0.608,1.4,2
30047,Ba1Ti0.4Fe0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Fe,0.6,O,3,1.61,0.629,1.4,2
30048,Ba1Ti0.4Nb0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Nb,0.6,O,3,1.61,0.626,1.4,2
30049,Ba1Ti0.4In0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,In,0.6,O,3,1.61,0.722,1.4,2
30050,Ba1Er0.6Ti0.4O3,Ba,1,2,Ba,0,2,Ti,0.4,Er,0.6,O,3,1.61,0.776,1.4,2
30051,Ba1Ti0.4Sn0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Sn,0.6,O,3,1.61,0.6559999999999999,1.4,2
30052,Ba1Zr0.6Ti0.4O3,Ba,1,2,Ba,0,2,Ti,0.4,Zr,0.6,O,3,1.61,0.6739999999999999,1.4,2
30053,Ba1Ti0.4Ge0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Ge,0.6,O,3,1.61,0.56,1.4,2
30054,Ba1Hf0.6Ti0.4O3,Ba,1,2,Ba,0,2,Ti,0.4,Hf,0.6,O,3,1.61,0.6679999999999999,1.4,2
30055,Ba1Ti0.4Ga0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Ga,0.6,O,3,1.61,0.614,1.4,2
30056,Ba1Ta0.6Ti0.4O3,Ba,1,2,Ba,0,2,Ti,0.4,Ta,0.6,O,3,1.61,0.626,1.4,2
30057,Ba1Ti0.4Al0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Al,0.6,O,3,1.61,0.563,1.4,2
30058,Ba1Ti0.4Bi0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Bi,0.6,O,3,1.61,0.86,1.4,2
30059,Ba1Ti0.4Sb0.6O3,Ba,1,2,Ba,0,2,Ti,0.4,Sb,0.6,O,3,1.61,0.602,1.4,2
30060,Ba1Ce0.6Ti0.4O3,Ba,1,2,Ba,0,2,Ti,0.4,Ce,0.6,O,3,1.61,0.764,1.4,2
30061,Ba1Cr0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Cr,0.6,O,3,1.61,0.617,1.4,2
30062,Ba1Ga0.4Co0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Co,0.6,O,3,1.61,0.614,1.4,2
30063,Ba1Ga0.4Fe0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Fe,0.6,O,3,1.61,0.635,1.4,2
30064,Ba1Nb0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Nb,0.6,O,3,1.61,0.632,1.4,2
30065,Ba1In0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,In,0.6,O,3,1.61,0.728,1.4,2
30066,Ba1Er0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Er,0.6,O,3,1.61,0.782,1.4,2
30067,Ba1Ga0.4Sn0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Sn,0.6,O,3,1.61,0.6619999999999999,1.4,2
30068,Ba1Zr0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Zr,0.6,O,3,1.61,0.6799999999999999,1.4,2
30069,Ba1Ga0.4Ge0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Ge,0.6,O,3,1.61,0.5660000000000001,1.4,2
30070,Ba1Hf0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Hf,0.6,O,3,1.61,0.6739999999999999,1.4,2
30071,Ba1Ti0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Ti,0.6,O,3,1.61,0.611,1.4,2
30072,Ba1Ta0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Ta,0.6,O,3,1.61,0.632,1.4,2
30073,Ba1Al0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Al,0.6,O,3,1.61,0.569,1.4,2
30074,Ba1Ga0.4Bi0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Bi,0.6,O,3,1.61,0.866,1.4,2
30075,Ba1Ga0.4Sb0.6O3,Ba,1,2,Ba,0,2,Ga,0.4,Sb,0.6,O,3,1.61,0.608,1.4,2
30076,Ba1Ce0.6Ga0.4O3,Ba,1,2,Ba,0,2,Ga,0.4,Ce,0.6,O,3,1.61,0.77,1.4,2
30077,Ba1Cr0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Cr,0.6,O,3,1.61,0.529,1.4,2
30078,Ba1Co0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Co,0.6,O,3,1.61,0.526,1.4,2
30079,Ba1Fe0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Fe,0.6,O,3,1.61,0.547,1.4,2
30080,Ba1Nb0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Nb,0.6,O,3,1.61,0.544,1.4,2
30081,Ba1In0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,In,0.6,O,3,1.61,0.64,1.4,2
30082,Ba1Er0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Er,0.6,O,3,1.61,0.6940000000000001,1.4,2
30083,Ba1Si0.4Sn0.6O3,Ba,1,2,Ba,0,2,Si,0.4,Sn,0.6,O,3,1.61,0.5740000000000001,1.4,2
30084,Ba1Zr0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Zr,0.6,O,3,1.61,0.5920000000000001,1.4,2
30085,Ba1Hf0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Hf,0.6,O,3,1.61,0.5860000000000001,1.4,2
30086,Ba1Ti0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Ti,0.6,O,3,1.61,0.523,1.4,2
30087,Ba1Ga0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Ga,0.6,O,3,1.61,0.532,1.4,2
30088,Ba1Ta0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Ta,0.6,O,3,1.61,0.544,1.4,2
30089,Ba1Si0.4Bi0.6O3,Ba,1,2,Ba,0,2,Si,0.4,Bi,0.6,O,3,1.61,0.778,1.4,2
30090,Ba1Si0.4Sb0.6O3,Ba,1,2,Ba,0,2,Si,0.4,Sb,0.6,O,3,1.61,0.52,1.4,2
30091,Ba1Ce0.6Si0.4O3,Ba,1,2,Ba,0,2,Si,0.4,Ce,0.6,O,3,1.61,0.682,1.4,2
30092,Ba1Ta0.4Cr0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Cr,0.6,O,3,1.61,0.625,1.4,2
30093,Ba1Ta0.4Co0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Co,0.6,O,3,1.61,0.622,1.4,2
30094,Ba1Ta0.4Fe0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Fe,0.6,O,3,1.61,0.643,1.4,2
30095,Ba1Ta0.4Nb0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Nb,0.6,O,3,1.61,0.64,1.4,2
30096,Ba1Ta0.4In0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,In,0.6,O,3,1.61,0.736,1.4,2
30097,Ba1Er0.6Ta0.4O3,Ba,1,2,Ba,0,2,Ta,0.4,Er,0.6,O,3,1.61,0.79,1.4,2
30098,Ba1Ta0.4Sn0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Sn,0.6,O,3,1.61,0.6699999999999999,1.4,2
30099,Ba1Zr0.6Ta0.4O3,Ba,1,2,Ba,0,2,Ta,0.4,Zr,0.6,O,3,1.61,0.688,1.4,2
30100,Ba1Ta0.4Be0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Be,0.6,O,3,1.61,0.526,1.4,2
30101,Ba1Ta0.4Ge0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Ge,0.6,O,3,1.61,0.5740000000000001,1.4,2
30102,Ba1Hf0.6Ta0.4O3,Ba,1,2,Ba,0,2,Ta,0.4,Hf,0.6,O,3,1.61,0.6819999999999999,1.4,2
30103,Ba1Ta0.4Ti0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Ti,0.6,O,3,1.61,0.619,1.4,2
30104,Ba1Ta0.4Ga0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Ga,0.6,O,3,1.61,0.628,1.4,2
30105,Ba1Ta0.4Al0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Al,0.6,O,3,1.61,0.577,1.4,2
30106,Ba1Ta0.4Bi0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Bi,0.6,O,3,1.61,0.874,1.4,2
30107,Ba1Ta0.4Sb0.6O3,Ba,1,2,Ba,0,2,Ta,0.4,Sb,0.6,O,3,1.61,0.616,1.4,2
30108,Ba1Ce0.6Ta0.4O3,Ba,1,2,Ba,0,2,Ta,0.4,Ce,0.6,O,3,1.61,0.778,1.4,2
30109,Ba1Al0.4Cr0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Cr,0.6,O,3,1.61,0.583,1.4,2
30110,Ba1Al0.4Co0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Co,0.6,O,3,1.61,0.5800000000000001,1.4,2
30111,Ba1Al0.4Fe0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Fe,0.6,O,3,1.61,0.601,1.4,2
30112,Ba1Nb0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Nb,0.6,O,3,1.61,0.5980000000000001,1.4,2
30113,Ba1Al0.4In0.6O3,Ba,1,2,Ba,0,2,Al,0.4,In,0.6,O,3,1.61,0.694,1.4,2
30114,Ba1Er0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Er,0.6,O,3,1.61,0.748,1.4,2
30115,Ba1Al0.4Sn0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Sn,0.6,O,3,1.61,0.628,1.4,2
30116,Ba1Zr0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Zr,0.6,O,3,1.61,0.646,1.4,2
30117,Ba1Al0.4Ge0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Ge,0.6,O,3,1.61,0.532,1.4,2
30118,Ba1Hf0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Hf,0.6,O,3,1.61,0.64,1.4,2
30119,Ba1Ti0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Ti,0.6,O,3,1.61,0.577,1.4,2
30120,Ba1Al0.4Ga0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Ga,0.6,O,3,1.61,0.5860000000000001,1.4,2
30121,Ba1Ta0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Ta,0.6,O,3,1.61,0.5980000000000001,1.4,2
30122,Ba1Al0.4Bi0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Bi,0.6,O,3,1.61,0.8320000000000001,1.4,2
30123,Ba1Al0.4Sb0.6O3,Ba,1,2,Ba,0,2,Al,0.4,Sb,0.6,O,3,1.61,0.5740000000000001,1.4,2
30124,Ba1Ce0.6Al0.4O3,Ba,1,2,Ba,0,2,Al,0.4,Ce,0.6,O,3,1.61,0.736,1.4,2
30125,Ba1Cr0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Cr,0.6,O,3,1.61,0.781,1.4,2
30126,Ba1Co0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Co,0.6,O,3,1.61,0.778,1.4,2
30127,Ba1Fe0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Fe,0.6,O,3,1.61,0.799,1.4,2
30128,Ba1Nb0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Nb,0.6,O,3,1.61,0.796,1.4,2
30129,Ba1In0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,In,0.6,O,3,1.61,0.892,1.4,2
30130,Ba1Er0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Er,0.6,O,3,1.61,0.9460000000000001,1.4,2
30131,Ba1Sn0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Sn,0.6,O,3,1.61,0.8260000000000001,1.4,2
30132,Ba1Zr0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Zr,0.6,O,3,1.61,0.8440000000000001,1.4,2
30133,Ba1Be0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Be,0.6,O,3,1.61,0.682,1.4,2
30134,Ba1Ge0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Ge,0.6,O,3,1.61,0.73,1.4,2
30135,Ba1Hf0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Hf,0.6,O,3,1.61,0.8380000000000001,1.4,2
30136,Ba1Ti0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Ti,0.6,O,3,1.61,0.775,1.4,2
30137,Ba1Ga0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Ga,0.6,O,3,1.61,0.784,1.4,2
30138,Ba1Si0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Si,0.6,O,3,1.61,0.652,1.4,2
30139,Ba1Ta0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Ta,0.6,O,3,1.61,0.796,1.4,2
30140,Ba1Al0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Al,0.6,O,3,1.61,0.7330000000000001,1.4,2
30141,Ba1Bi0.4B0.6O3,Ba,1,2,Ba,0,2,Bi,0.4,B,0.6,O,3,1.61,0.5740000000000001,1.4,2
30142,Ba1Bi0.4Sb0.6O3,Ba,1,2,Ba,0,2,Bi,0.4,Sb,0.6,O,3,1.61,0.772,1.4,2
30143,Ba1Ce0.6Bi0.4O3,Ba,1,2,Ba,0,2,Bi,0.4,Ce,0.6,O,3,1.61,0.934,1.4,2
30144,Ba1In0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,In,0.6,O,3,1.61,0.588,1.4,2
30145,Ba1Er0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Er,0.6,O,3,1.61,0.642,1.4,2
30146,Ba1Sn0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Sn,0.6,O,3,1.61,0.522,1.4,2
30147,Ba1Zr0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Zr,0.6,O,3,1.61,0.54,1.4,2
30148,Ba1Hf0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Hf,0.6,O,3,1.61,0.534,1.4,2
30149,Ba1Bi0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Bi,0.6,O,3,1.61,0.726,1.4,2
30150,Ba1Ce0.6B0.4O3,Ba,1,2,Ba,0,2,B,0.4,Ce,0.6,O,3,1.61,0.63,1.4,2
30151,Ba1Cr0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Cr,0.6,O,3,1.61,0.609,1.4,2
30152,Ba1Co0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Co,0.6,O,3,1.61,0.606,1.4,2
30153,Ba1Fe0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Fe,0.6,O,3,1.61,0.627,1.4,2
30154,Ba1Nb0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Nb,0.6,O,3,1.61,0.624,1.4,2
30155,Ba1In0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,In,0.6,O,3,1.61,0.72,1.4,2
30156,Ba1Er0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Er,0.6,O,3,1.61,0.774,1.4,2
30157,Ba1Sn0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Sn,0.6,O,3,1.61,0.6539999999999999,1.4,2
30158,Ba1Zr0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Zr,0.6,O,3,1.61,0.6719999999999999,1.4,2
30159,Ba1Ge0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Ge,0.6,O,3,1.61,0.558,1.4,2
30160,Ba1Hf0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Hf,0.6,O,3,1.61,0.6659999999999999,1.4,2
30161,Ba1Ti0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Ti,0.6,O,3,1.61,0.603,1.4,2
30162,Ba1Ga0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Ga,0.6,O,3,1.61,0.612,1.4,2
30163,Ba1Ta0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Ta,0.6,O,3,1.61,0.624,1.4,2
30164,Ba1Al0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Al,0.6,O,3,1.61,0.5609999999999999,1.4,2
30165,Ba1Bi0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Bi,0.6,O,3,1.61,0.858,1.4,2
30166,Ba1Ce0.6Sb0.4O3,Ba,1,2,Ba,0,2,Sb,0.4,Ce,0.6,O,3,1.61,0.762,1.4,2
30167,Ba1Ce0.4Cr0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Cr,0.6,O,3,1.61,0.7170000000000001,1.4,2
30168,Ba1Ce0.4Co0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Co,0.6,O,3,1.61,0.714,1.4,2
30169,Ba1Ce0.4Fe0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Fe,0.6,O,3,1.61,0.7350000000000001,1.4,2
30170,Ba1Ce0.4Nb0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Nb,0.6,O,3,1.61,0.732,1.4,2
30171,Ba1Ce0.4In0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,In,0.6,O,3,1.61,0.8280000000000001,1.4,2
30172,Ba1Ce0.4Er0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Er,0.6,O,3,1.61,0.8820000000000001,1.4,2
30173,Ba1Ce0.4Sn0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Sn,0.6,O,3,1.61,0.762,1.4,2
30174,Ba1Ce0.4Zr0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Zr,0.6,O,3,1.61,0.78,1.4,2
30175,Ba1Ce0.4Be0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Be,0.6,O,3,1.61,0.6180000000000001,1.4,2
30176,Ba1Ce0.4Ge0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Ge,0.6,O,3,1.61,0.666,1.4,2
30177,Ba1Ce0.4Hf0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Hf,0.6,O,3,1.61,0.774,1.4,2
30178,Ba1Ce0.4Ti0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Ti,0.6,O,3,1.61,0.7110000000000001,1.4,2
30179,Ba1Ce0.4Ga0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Ga,0.6,O,3,1.61,0.72,1.4,2
30180,Ba1Ce0.4Si0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Si,0.6,O,3,1.61,0.5880000000000001,1.4,2
30181,Ba1Ce0.4Ta0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Ta,0.6,O,3,1.61,0.732,1.4,2
30182,Ba1Ce0.4Al0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Al,0.6,O,3,1.61,0.669,1.4,2
30183,Ba1Ce0.4Bi0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Bi,0.6,O,3,1.61,0.966,1.4,2
30184,Ba1Ce0.4Sb0.6O3,Ba,1,2,Ba,0,2,Ce,0.4,Sb,0.6,O,3,1.61,0.708,1.4,2
30185,Tl1Cr0.4Co0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Co,0.6,O,3,1.7,0.612,1.4,1
30186,Tl1Cr0.4Fe0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Fe,0.6,O,3,1.7,0.633,1.4,1
30187,Nb0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Nb,0.6,O,3,1.7,0.63,1.4,1
30188,Tl1Cr0.4In0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,In,0.6,O,3,1.7,0.726,1.4,1
30189,Er0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Er,0.6,O,3,1.7,0.78,1.4,1
30190,Tl1Cr0.4Sn0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Sn,0.6,O,3,1.7,0.6599999999999999,1.4,1
30191,Zr0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Zr,0.6,O,3,1.7,0.6779999999999999,1.4,1
30192,Hf0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Hf,0.6,O,3,1.7,0.6719999999999999,1.4,1
30193,Ti0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Ti,0.6,O,3,1.7,0.609,1.4,1
30194,Tl1Cr0.4Ga0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Ga,0.6,O,3,1.7,0.618,1.4,1
30195,Ta0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Ta,0.6,O,3,1.7,0.63,1.4,1
30196,Tl1Cr0.4Bi0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Bi,0.6,O,3,1.7,0.864,1.4,1
30197,Tl1Cr0.4Sb0.6O3,Tl,1,1,Tl,0,1,Cr,0.4,Sb,0.6,O,3,1.7,0.606,1.4,1
30198,Ce0.6Tl1Cr0.4O3,Tl,1,1,Tl,0,1,Cr,0.4,Ce,0.6,O,3,1.7,0.768,1.4,1
30199,Tl1Cr0.6Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Cr,0.6,O,3,1.7,0.613,1.4,1
30200,Tl1Fe0.6Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Fe,0.6,O,3,1.7,0.631,1.4,1
30201,Nb0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Nb,0.6,O,3,1.7,0.628,1.4,1
30202,Tl1In0.6Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,In,0.6,O,3,1.7,0.724,1.4,1
30203,Er0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Er,0.6,O,3,1.7,0.778,1.4,1
30204,Tl1Co0.4Sn0.6O3,Tl,1,1,Tl,0,1,Co,0.4,Sn,0.6,O,3,1.7,0.6579999999999999,1.4,1
30205,Zr0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Zr,0.6,O,3,1.7,0.6759999999999999,1.4,1
30206,Hf0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Hf,0.6,O,3,1.7,0.6699999999999999,1.4,1
30207,Ti0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Ti,0.6,O,3,1.7,0.607,1.4,1
30208,Tl1Ga0.6Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Ga,0.6,O,3,1.7,0.616,1.4,1
30209,Ta0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Ta,0.6,O,3,1.7,0.628,1.4,1
30210,Tl1Co0.4Bi0.6O3,Tl,1,1,Tl,0,1,Co,0.4,Bi,0.6,O,3,1.7,0.862,1.4,1
30211,Tl1Co0.4Sb0.6O3,Tl,1,1,Tl,0,1,Co,0.4,Sb,0.6,O,3,1.7,0.604,1.4,1
30212,Ce0.6Tl1Co0.4O3,Tl,1,1,Tl,0,1,Co,0.4,Ce,0.6,O,3,1.7,0.766,1.4,1
30213,Tl1Cr0.6Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Cr,0.6,O,3,1.7,0.627,1.4,1
30214,Tl1Fe0.4Co0.6O3,Tl,1,1,Tl,0,1,Fe,0.4,Co,0.6,O,3,1.7,0.624,1.4,1
30215,Nb0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Nb,0.6,O,3,1.7,0.642,1.4,1
30216,Tl1In0.6Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,In,0.6,O,3,1.7,0.738,1.4,1
30217,Er0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Er,0.6,O,3,1.7,0.792,1.4,1
30218,Tl1Fe0.4Sn0.6O3,Tl,1,1,Tl,0,1,Fe,0.4,Sn,0.6,O,3,1.7,0.6719999999999999,1.4,1
30219,Zr0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Zr,0.6,O,3,1.7,0.69,1.4,1
30220,Tl1Fe0.4Ge0.6O3,Tl,1,1,Tl,0,1,Fe,0.4,Ge,0.6,O,3,1.7,0.5760000000000001,1.4,1
30221,Hf0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Hf,0.6,O,3,1.7,0.6839999999999999,1.4,1
30222,Ti0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Ti,0.6,O,3,1.7,0.621,1.4,1
30223,Tl1Ga0.6Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Ga,0.6,O,3,1.7,0.63,1.4,1
30224,Ta0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Ta,0.6,O,3,1.7,0.642,1.4,1
30225,Al0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Al,0.6,O,3,1.7,0.579,1.4,1
30226,Tl1Fe0.4Bi0.6O3,Tl,1,1,Tl,0,1,Fe,0.4,Bi,0.6,O,3,1.7,0.876,1.4,1
30227,Tl1Fe0.4Sb0.6O3,Tl,1,1,Tl,0,1,Fe,0.4,Sb,0.6,O,3,1.7,0.618,1.4,1
30228,Ce0.6Tl1Fe0.4O3,Tl,1,1,Tl,0,1,Fe,0.4,Ce,0.6,O,3,1.7,0.78,1.4,1
30229,Nb0.4Tl1Cr0.6O3,Tl,1,1,Tl,0,1,Nb,0.4,Cr,0.6,O,3,1.7,0.625,1.4,1
30230,Nb0.4Tl1Co0.6O3,Tl,1,1,Tl,0,1,Nb,0.4,Co,0.6,O,3,1.7,0.622,1.4,1
30231,Nb0.4Tl1Fe0.6O3,Tl,1,1,Tl,0,1,Nb,0.4,Fe,0.6,O,3,1.7,0.643,1.4,1
